blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
0,15,5,4,8,15552,201
1,15,11,6,21,17597,190
0,13,5,15,6,15709,216
0,13,5,6,8,17035,230
1,19,3,3,2,15000,229
1,17,9,9,7,18426,240
1,16,8,4,7,17634,242
1,19,11,1,13,20251,263
0,16,7,7,13,16034,199
0,149,2,5,4,14147,226
0,20,9,8,11,18304,237
0,17,5,5,6,15104,186
0,14,10,10,17,18847,213
1,38,2,2,1,15782,253
1,27,6,5,6,16893,238
0,10,10,5,12,18545,200
0,20,6,8,5,16918,233
1,21,13,4,14,18722,187
1,15,6,3,8,18247,235
0,14,6,5,8,17471,217
1,16,7,6,4,17641,237
0,15,4,9,6,14605,181
1,14,6,3,4,16249,224
0,17,6,9,8,17157,226
1,14,4,5,5,15165,218
0,31,5,4,5,15427,215
1,15,10,5,10,17878,214
0,12,10,6,4,18000,236
1,18,5,7,9,15851,215
0,21,5,9,3,15832,229
0,13,10,10,14,18931,222
0,14,7,4,6,16157,201
1,19,11,6,12,18354,207
0,80,7,5,10,17274,246
0,16,4,11,5,15372,213
1,44,13,12,17,20175,215
0,19,5,3,5,15486,205
1,87,4,9,4,16074,237
1,17,7,3,7,16849,231
0,12,6,10,9,16291,188
0,20,5,8,4,16164,233
1,13,7,8,6,17002,221
0,19,5,9,4,15342,194
0,19,1,9,2,13119,199
1,14,8,7,7,17472,224
1,18,3,2,1,15681,231
1,14,8,6,7,18634,239
0,15,1,6,0,13881,209
0,12,10,16,10,18145,199
1,17,9,10,16,17308,203
0,13,2,13,0,13049,163
1,18,14,4,15,20075,220
0,15,3,11,2,14377,158
1,22,9,3,9,17270,213
1,18,12,5,6,18967,240
0,15,2,10,2,14044,191
0,23,4,6,5,16467,261
1,11,8,13,5,17846,198
1,14,12,6,17,19993,203
0,17,4,1,4,16223,232
0,27,2,8,3,14071,202
1,15,3,3,3,15284,245
0,46,4,0,3,16346,272
0,20,2,7,3,14358,225
1,14,7,2,7,17206,248
1,15,2,4,3,14767,236
1,14,12,7,13,18291,176
0,14,3,5,5,14979,203
1,20,7,9,6,17214,231
0,22,7,16,11,16461,177
1,22,3,5,2,14027,219
1,16,7,5,6,17432,224
1,16,6,8,5,15969,231
0,14,7,11,5,16308,195
0,12,2,5,2,14119,216
1,15,6,4,4,16044,214
0,15,4,11,2,15011,183
0,23,3,8,6,14517,169
0,48,1,6,2,13653,220
0,18,8,8,13,17833,191
1,16,9,4,14,17759,228
0,14,6,6,6,16158,240
0,38,4,5,3,16147,222
0,16,6,5,7,17065,220
1,41,8,7,6,17287,215
1,35,6,4,4,15997,195
1,14,3,3,4,15387,215
1,18,5,8,6,16313,211
0,18,4,3,4,15987,252
1,15,7,8,9,16304,169
1,11,10,12,11,18177,203
1,19,7,4,6,17493,240
1,13,12,3,16,19443,254
0,12,4,5,5,14920,186
0,104,9,8,8,17511,216
1,16,9,5,10,16819,197
1,35,3,6,5,14703,198
1,15,7,5,5,16801,203
0,19,4,5,7,16254,248
1,75,4,6,4,15478,204
1,21,5,10,4,15363,206
1,16,9,8,12,17121,212
0,16,5,13,5,15069,172
0,18,5,5,1,15891,179
0,16,1,9,1,13316,188
0,18,6,4,11,15956,215
1,29,3,3,2,15661,225
1,13,6,5,5,16789,198
0,12,5,12,5,16347,212
0,14,3,6,3,14901,201
0,13,8,7,12,17018,190
0,15,8,13,12,16342,165
0,17,5,11,3,14801,209
0,13,9,6,17,17333,209
0,18,4,7,6,15052,194
1,15,4,6,5,15585,227
0,41,3,5,4,15273,214
0,20,5,9,7,15666,188
0,15,2,8,0,14591,219
0,12,3,7,5,14690,191
0,47,7,7,8,17151,193
0,123,6,6,6,16378,211
0,21,5,7,7,15661,208
0,16,7,4,4,16589,231
0,14,3,6,3,15900,234
1,14,5,9,8,14927,196
1,15,2,3,0,16875,247
0,18,8,2,8,17847,207
1,87,6,6,9,16369,201
1,15,4,1,7,17320,264
1,14,9,4,6,18532,231
0,21,8,6,10,17136,202
0,20,8,6,7,17137,192
0,17,8,7,11,19114,245
0,33,2,10,2,13555,150
1,16,4,5,5,14707,213
0,16,3,7,2,16025,214
0,16,8,7,11,16776,196
1,16,3,3,1,15379,232
1,23,5,1,6,17196,239
1,18,7,1,4,17200,234
0,14,9,8,11,17472,180
0,19,4,5,5,15435,231
1,20,6,4,5,16588,229
1,16,6,6,7,16784,228
1,43,9,8,11,16982,191
1,17,9,13,11,17635,175
0,10,5,8,2,15913,225
0,18,4,7,6,14487,170
0,17,2,3,1,15643,233
1,19,5,5,5,16853,233
1,15,12,2,14,18242,195
1,24,7,7,8,16866,194
0,13,2,5,2,14673,232
1,73,4,5,4,15463,215
1,57,6,9,6,15824,210
1,37,8,5,13,17129,227
1,19,6,3,4,16335,236
0,10,6,4,8,17099,208
1,88,10,2,6,19077,234
1,12,1,7,0,14983,271
1,19,9,6,9,17368,219
0,12,3,8,4,15286,225
0,12,5,8,5,16317,209
1,14,5,4,9,16364,245
0,41,3,3,6,14623,173
1,84,10,5,12,19938,222
0,15,5,8,5,16221,216
1,13,7,12,5,16544,194
1,17,8,7,7,17908,229
0,17,2,2,1,15831,271
1,16,9,7,9,17668,230
0,18,5,7,6,15470,217
1,16,6,6,5,16448,207
1,25,5,7,2,14877,205
1,45,13,1,18,18917,226
0,10,6,9,8,16356,202
0,17,3,7,5,14676,170
0,14,2,12,3,13126,175
1,16,10,6,14,17769,207
0,37,6,8,4,16051,199
0,86,6,3,6,17395,252
1,15,8,4,12,16819,199
0,18,5,6,8,16315,236
1,17,7,6,8,16846,246
0,16,2,5,1,15951,236
1,14,7,3,8,16858,228
1,18,10,9,10,17335,176
0,14,7,7,7,16781,194
1,28,8,4,11,17225,222
1,18,6,4,4,16948,252
0,18,7,7,7,16056,188
1,37,5,9,5,15440,180
0,19,8,6,12,16058,178
1,17,5,4,3,16315,256
1,56,9,4,16,17326,188
0,82,5,3,5,16851,225
1,13,6,2,4,16853,234
1,15,9,3,8,17556,211
0,14,11,12,9,17840,175
0,18,10,6,9,18725,243
1,17,5,6,5,16781,222
0,16,5,12,8,15376,206
0,17,2,6,1,14193,218
1,16,7,9,5,16862,206
1,21,4,3,5,17003,239
0,15,4,6,5,15506,231
0,19,10,10,15,18724,221
1,24,4,3,3,16422,242
1,16,13,5,10,18337,194
1,36,6,10,6,15385,210
0,18,6,5,6,15566,211
1,17,8,4,10,18326,239
0,15,6,6,9,16299,226
0,13,1,3,1,13991,221
1,15,3,4,4,14205,203
0,15,6,2,11,17955,270
1,52,13,5,16,20862,232
0,14,0,6,0,14197,255
0,25,5,3,4,16788,264
1,35,3,6,4,14798,179
0,15,3,7,4,15598,220
1,17,5,2,2,16655,238
0,15,8,4,9,16804,206
1,15,6,7,4,15977,198
0,16,4,3,2,15654,233
1,20,10,2,12,19035,239
0,14,4,2,5,16247,226
0,14,8,5,11,18074,235
1,14,8,2,9,17274,233
1,16,10,7,12,17839,201
1,14,6,6,11,16700,218
1,15,6,5,10,15852,192
1,17,4,4,4,15296,221
1,18,1,1,2,14426,219
1,20,4,4,2,15856,248
1,16,11,6,17,17895,191
0,16,6,9,9,15728,208
1,17,5,5,5,17333,232
0,38,8,7,9,16404,197
1,15,6,6,6,15738,206
0,15,0,4,0,13580,207
0,14,6,7,4,16773,237
0,15,4,8,5,14993,215
0,18,2,3,1,15219,241
0,17,6,8,4,16046,203
0,16,6,8,5,15683,186
0,11,5,9,5,16408,199
0,16,3,7,2,15104,228
0,16,6,5,7,16113,180
1,15,11,7,15,18894,219
0,24,7,9,5,16652,212
0,18,4,10,4,15409,218
1,14,8,4,8,16733,193
1,23,12,5,13,17307,189
1,18,5,4,8,15283,223
0,14,3,7,1,14428,215
1,13,7,6,12,16679,193
0,46,4,10,3,15400,188
0,17,7,7,6,16230,216
0,15,4,7,3,16028,249
1,13,4,4,2,15731,250
0,12,4,10,1,14816,218
1,36,4,6,2,15862,229
1,15,1,4,1,14140,241
1,83,6,4,7,16699,242
0,17,2,9,1,13405,182
1,24,8,10,5,17538,224
0,14,15,3,5,19038,261
0,33,9,12,10,18082,209
0,17,1,5,0,14004,217
1,35,4,4,5,16349,253
0,14,2,7,1,15373,252
1,16,7,7,7,16559,235
1,15,5,2,6,16513,203
1,36,10,3,10,19886,240
1,16,6,2,4,17167,247
1,52,5,1,9,16809,241
0,16,10,13,12,18178,200
0,14,3,10,4,14742,215
1,13,4,5,4,15126,207
0,13,5,9,7,15449,195
0,18,4,12,7,15233,208
0,15,2,6,3,14602,208
1,23,3,4,5,15390,245
1,21,5,5,9,16766,231
1,19,6,10,6,16093,181
1,18,3,4,3,15575,220
1,15,7,5,12,16953,199
0,19,6,5,7,15529,204
1,21,6,2,7,16836,242
0,17,3,9,2,13820,158
1,16,12,6,25,19321,226
0,19,3,5,6,15834,228
1,18,7,7,10,16585,191
0,15,5,8,6,15483,174
1,17,6,2,5,17834,276
1,18,5,2,7,16858,251
1,17,17,9,19,20619,205
1,19,9,5,9,18449,257
1,20,7,3,9,17354,224
0,13,7,6,8,16097,214
1,16,6,6,7,16138,211
1,11,8,2,11,17794,220
1,38,11,6,15,19218,197
1,52,10,4,15,18501,230
0,12,4,6,0,15922,248
1,12,6,7,7,16119,203
0,17,3,11,4,14625,200
0,20,7,8,6,16685,193
0,14,2,8,1,13895,210
1,28,14,6,22,19890,174
0,15,6,10,5,15164,190
0,13,10,4,7,17498,224
1,35,13,5,16,19452,212
0,13,9,5,7,17322,255
1,18,8,3,6,17243,231
0,17,8,10,8,18020,214
0,55,6,7,8,16289,208
1,34,9,4,10,18303,263
0,15,4,10,6,15728,212
1,13,6,3,5,16097,226
0,18,2,5,4,14414,215
1,14,9,8,5,15852,194
1,17,4,3,4,15202,215
1,16,2,3,1,15572,242
0,11,8,8,6,16488,208
0,13,5,12,11,14353,168
1,13,13,3,11,19133,223
0,42,3,5,4,15314,233
0,37,10,6,18,17690,192
1,156,10,6,15,20183,216
1,18,9,5,9,18408,225
0,12,6,12,6,15595,159
1,15,8,9,9,17119,209
0,30,9,9,9,17658,214
1,15,14,4,14,19600,218
0,14,7,14,8,16336,190
1,18,7,2,5,16860,226
1,16,3,4,2,14501,201
0,13,7,7,8,17148,226
1,17,10,6,10,18559,223
0,14,3,5,4,16250,215
1,16,4,3,3,15791,224
0,14,5,12,5,15634,222
1,14,3,2,3,15148,215
1,13,10,8,14,17893,206
1,13,7,8,12,16200,202
0,11,2,7,0,13371,224
0,14,6,7,5,15903,205
1,81,5,6,6,15719,202
0,13,2,9,2,13267,185
1,15,4,1,4,16305,253
1,12,8,2,8,18269,258
0,15,4,11,3,14956,216
1,13,3,7,3,16180,229
0,16,8,6,12,16808,200
0,21,10,5,7,17971,231
1,15,6,2,6,16998,236
0,14,5,14,6,15015,167
1,15,4,4,1,14881,209
1,17,4,3,10,15730,241
1,15,16,5,14,19098,203
1,16,5,3,6,16169,235
0,17,9,10,6,16954,197
0,18,5,4,5,15984,203
1,52,8,7,8,18078,261
1,13,9,5,9,16329,206
0,17,9,10,5,17193,224
1,20,11,6,13,18401,201
0,17,2,10,0,14704,227
0,14,5,8,3,16367,254
0,10,0,5,0,12905,195
0,37,3,7,0,13967,197
0,15,8,6,9,16511,199
0,15,8,7,8,17496,232
1,23,7,6,6,17743,255
1,13,8,6,8,16888,202
0,16,2,2,0,13742,208
0,15,9,15,10,17793,187
0,42,5,8,6,16178,221
1,15,8,8,8,17706,217
1,17,6,9,5,16149,199
0,13,3,8,2,14760,183
0,15,3,5,3,15820,220
0,12,5,9,3,15173,183
0,18,4,3,5,14769,215
0,17,4,3,6,14353,178
1,12,8,4,11,16763,216
1,16,5,2,5,16747,250
0,16,8,5,7,17044,217
0,14,6,7,8,15532,190
0,15,7,12,6,17347,222
1,17,9,6,8,18758,228
1,15,13,8,13,20711,220
1,22,8,4,9,16539,205
1,20,11,9,13,19096,206
1,24,11,4,14,17938,199
1,39,8,11,8,17072,180
1,17,12,4,18,19640,216
1,15,7,5,6,16891,214
1,16,9,3,6,17485,234
0,22,7,2,5,16696,225
1,11,8,3,4,17499,231
1,15,10,6,9,18288,245
0,15,5,6,7,15684,170
0,13,1,1,0,14737,229
0,18,11,9,13,18715,223
1,15,7,6,9,18551,225
1,18,12,4,16,19351,220
0,18,8,8,12,17318,175
1,14,10,4,11,18969,205
1,13,8,1,14,17113,203
0,15,8,12,11,17201,207
1,17,8,5,4,16749,217
1,21,4,2,4,16523,222
0,17,11,2,9,18285,221
1,16,10,9,7,17346,214
0,14,7,3,11,17443,238
1,12,7,4,12,16526,211
1,17,7,8,8,17363,188
1,14,10,4,9,18779,252
0,12,13,6,14,20317,199
1,18,2,1,2,15649,269
0,31,5,5,6,16256,217
1,12,5,6,7,16688,247
0,41,10,4,8,17724,210
0,17,3,15,2,15320,176
1,12,6,7,8,15900,203
1,17,12,4,19,18377,193
0,18,4,6,5,15785,210
0,14,10,7,13,17625,205
0,18,15,6,15,19931,213
0,15,14,4,15,19331,213
1,17,6,9,4,17048,201
0,28,9,10,10,17910,207
1,14,7,1,4,16614,221
0,19,5,5,6,15943,229
1,14,4,7,1,14924,207
1,14,5,8,3,15069,198
1,16,8,7,13,16366,196
0,14,2,12,2,14158,194
0,86,2,4,1,14291,207
0,14,5,6,7,15078,202
1,18,9,4,13,17234,195
1,30,9,5,8,17826,220
0,18,10,11,9,18445,199
0,14,6,6,7,15814,205
0,18,8,13,4,16735,202
0,11,8,13,8,15818,172
0,17,6,5,6,16999,232
0,16,5,10,5,15867,227
1,13,11,10,11,18042,221
1,17,8,4,9,18293,228
1,13,5,4,6,15895,239
0,17,1,4,1,14305,251
1,20,8,2,16,18186,232
0,44,6,8,7,16295,222
1,22,17,1,23,20151,226
0,37,3,9,5,14735,219
0,16,1,16,1,12798,179
1,16,4,6,6,16452,234
0,12,6,7,6,16120,215
1,15,9,6,9,18287,226
0,35,4,7,6,15902,241
1,13,8,5,8,16982,218
0,13,7,7,6,17064,236
0,16,5,11,6,15424,208
1,19,9,4,13,18369,210
1,16,7,6,7,17568,236
1,23,9,10,7,18090,229
0,14,4,5,7,15786,207
0,48,4,3,6,16596,252
0,14,8,12,5,16093,154
1,17,7,4,8,18858,237
0,17,5,7,9,15288,206
1,16,7,5,7,16346,227
0,14,1,11,0,13447,201
0,18,8,8,8,16453,206
1,12,12,6,16,18669,213
1,36,5,5,8,16192,209
0,14,2,7,1,13701,183
0,17,6,5,7,16762,242
0,15,8,8,5,16795,235
0,11,4,12,1,14464,164
0,13,5,10,5,16925,233
0,16,3,9,1,14302,211
0,16,2,8,2,14786,233
0,28,3,3,2,15134,214
1,13,8,13,8,18954,228
0,14,6,12,7,16043,220
1,14,5,6,4,15195,196
1,17,9,7,10,17205,218
0,21,5,4,5,16022,219
1,17,6,7,6,15615,201
0,15,2,8,3,14433,202
1,18,13,3,13,19807,220
1,18,4,2,5,15704,236
1,16,4,4,5,17073,221
1,15,9,3,11,18584,203
0,19,7,11,11,16187,216
0,22,9,10,14,16749,166
0,10,6,6,5,16490,214
1,22,6,4,5,16697,236
1,48,10,4,10,17973,196
1,20,5,2,6,16029,234
1,17,4,2,4,15752,231
1,14,5,3,3,15930,234
0,12,6,6,10,15241,190
1,17,8,4,7,17127,201
0,15,1,7,2,13519,188
1,18,11,6,13,18748,243
1,13,4,7,3,16055,227
1,18,7,5,5,16496,202
1,17,6,9,10,17217,222
0,14,4,5,4,15482,237
0,14,3,3,1,14486,200
0,50,6,12,4,15809,198
1,165,11,8,8,19556,229
1,11,9,4,11,17003,188
0,19,5,10,2,16451,220
1,19,6,3,5,17837,238
1,14,11,6,14,18056,195
0,19,8,8,2,16249,189
1,15,7,7,9,16946,212
0,23,4,2,5,15707,243
0,13,7,6,7,16443,193
1,11,8,5,10,17823,215
1,15,2,6,2,16241,236
1,13,7,8,6,16464,209
0,11,6,8,7,16924,233
1,19,10,8,10,17251,217
0,38,6,8,8,16917,212
1,10,7,7,6,19453,239
0,17,5,4,4,16891,207
1,16,7,4,4,17107,218
1,15,4,2,3,15444,236
1,17,9,5,10,18283,226
1,17,4,2,3,16267,246
1,60,6,7,7,17247,233
0,54,11,6,22,18640,226
1,14,9,0,8,17086,221
0,24,6,4,8,16505,205
1,15,12,10,20,17961,172
1,44,14,12,14,19418,204
1,18,4,5,3,15846,214
1,22,6,5,7,16937,221
0,17,1,4,1,14064,220
0,13,1,2,1,15094,246
0,69,5,11,5,15633,193
1,18,6,2,6,16868,245
1,15,10,7,8,19289,240
1,14,3,3,4,15138,194
1,16,1,5,1,14942,210
0,16,6,6,7,15703,191
1,18,5,3,7,15427,217
1,108,6,5,8,16620,238
1,19,6,5,5,15926,209
0,15,9,6,5,16852,210
0,14,6,8,6,16936,219
1,15,10,4,13,17917,212
0,16,7,8,11,17558,241
0,12,3,8,3,15149,205
0,15,5,7,8,16112,215
0,39,7,4,6,15885,207
1,22,4,7,4,17104,224
1,51,10,5,16,17535,173
0,23,8,10,8,17321,205
1,9,6,7,6,16317,204
0,19,4,7,2,15649,234
1,15,9,3,11,17592,220
1,47,2,1,3,15420,230
0,14,3,4,6,15929,226
0,49,4,4,4,15046,178
1,20,6,3,5,16737,243
0,41,6,7,8,15756,204
1,59,3,6,6,15442,238
0,16,9,8,12,16649,166
0,27,6,10,4,16171,202
1,15,9,4,12,17190,210
0,91,7,6,12,17222,227
1,16,6,9,3,15704,199
0,16,9,18,9,16331,162
0,33,10,7,11,19186,183
1,16,7,3,10,17546,228
0,18,4,7,5,15198,219
0,42,8,7,13,17909,165
0,18,4,7,2,15046,208
1,19,6,6,9,16740,238
1,14,13,1,10,20295,258
1,13,4,5,7,15921,217
0,15,10,9,13,17145,192
1,15,5,4,7,15936,205
1,17,7,2,5,16649,226
1,40,10,2,14,17618,203
1,24,6,5,6,15871,195
0,15,8,8,7,17676,206
1,16,7,2,6,17423,248
0,12,1,10,0,13410,210
1,19,7,8,8,16992,219
1,16,8,4,10,18678,231
0,22,5,12,12,16220,222
0,31,5,12,2,14930,169
0,12,7,8,7,16304,201
1,51,7,5,14,17075,230
0,16,5,3,5,15499,225
1,14,6,4,9,16972,218
0,14,6,10,5,15256,189
1,15,6,3,9,16568,197
1,14,7,3,10,17326,224
1,16,6,4,7,16619,226
0,14,4,5,4,16295,261
1,12,7,4,7,15680,186
0,15,7,7,8,16432,191
1,15,10,6,9,19197,219
1,15,10,7,8,18468,221
1,21,9,5,10,18280,229
1,17,5,9,7,16103,193
1,16,6,4,8,16832,221
0,36,3,8,5,15028,232
1,13,9,5,6,17076,194
1,20,7,4,6,16745,210
1,15,4,8,4,15658,222
1,8,6,5,6,15760,167
0,13,2,7,3,14624,210
1,10,2,3,1,15568,245
0,17,6,7,4,16331,231
1,32,7,5,7,17204,240
0,16,3,6,3,14910,195
1,37,12,5,15,19141,192
0,19,2,8,1,14208,194
1,21,9,4,7,17951,234
1,15,7,8,8,16142,197
1,15,4,4,5,16333,237
0,19,8,2,11,17526,222
1,14,7,7,7,17381,221
0,35,5,3,5,17854,230
0,15,6,5,4,15698,206
1,19,6,7,4,16039,195
0,16,3,8,4,14506,206
1,141,6,6,6,16830,226
1,19,2,1,3,14909,245
1,14,0,5,0,12939,201
0,15,8,6,3,16678,216
0,11,5,14,3,15322,210
0,38,5,7,4,16562,210
1,14,6,8,5,16353,214
0,8,7,11,6,16998,207
0,19,5,5,7,15051,188
0,48,3,6,6,14986,208
0,40,7,5,9,17003,214
0,16,4,12,5,15380,226
1,16,9,3,8,18599,216
1,14,6,7,6,15936,192
1,15,3,2,2,15265,224
1,16,10,3,12,18177,219
0,15,7,5,12,16605,220
0,17,4,3,3,14742,203
0,13,3,8,1,14440,194
0,13,2,13,3,12798,187
0,14,5,6,6,15698,201
1,80,7,2,7,17324,216
0,11,2,4,5,14613,233
0,12,4,5,4,14705,196
1,16,8,5,10,17536,247
0,13,5,5,3,15226,213
0,13,6,5,5,16051,197
1,17,3,4,4,15158,236
0,17,8,8,13,16934,193
0,20,4,8,7,15228,198
1,15,10,4,7,17710,205
0,17,2,3,2,14971,228
0,22,10,5,10,17835,205
1,16,7,3,4,17071,234
0,42,6,11,10,16245,208
0,15,6,2,6,16835,235
0,19,6,9,8,17088,226
0,12,5,4,7,16383,223
1,17,4,2,2,16577,220
1,59,12,5,19,19607,221
1,19,8,9,7,15775,149
0,12,4,8,4,14998,185
0,20,8,8,10,16906,207
1,16,9,3,8,18743,209
0,17,8,8,11,16634,198
0,52,3,8,4,13636,177
0,11,3,10,1,13744,167
0,14,4,4,9,15823,230
1,32,7,6,6,16356,219
0,19,11,9,14,19801,195
0,16,11,9,12,18200,202
0,55,4,3,2,15335,230
1,15,6,4,4,16792,238
0,14,12,8,13,20086,232
0,17,1,4,1,13858,232
0,50,5,7,9,16190,222
0,11,7,10,5,16112,202
1,20,9,11,10,17298,198
0,12,2,4,3,14593,240
1,14,10,8,17,17723,201
0,19,8,3,11,16565,204
1,13,4,5,7,16301,254
1,15,6,5,5,16698,238
0,13,1,4,1,14878,235
0,17,5,3,3,16494,255
0,14,5,9,4,15463,206
0,16,6,15,9,15435,161
0,53,5,1,8,16165,215
0,14,6,6,9,16640,233
0,13,6,4,6,16422,212
1,16,8,4,7,17863,256
0,16,8,6,8,16970,226
0,21,4,2,7,14866,191
1,12,9,10,10,17761,229
1,13,7,4,5,16650,233
0,18,8,1,6,18607,264
0,18,8,5,6,16237,209
0,19,2,3,2,14273,220
1,15,6,5,7,15906,232
1,20,4,5,3,16083,264
0,14,2,8,2,15034,204
0,13,5,3,7,16660,257
0,18,5,9,2,13945,155
0,16,3,13,6,14991,207
0,38,3,3,6,16653,261
1,17,7,2,9,17557,209
0,14,4,8,4,14439,196
1,41,12,5,18,18567,227
1,17,9,1,9,17079,229
1,13,6,1,2,21051,276
0,14,8,10,4,15229,213
1,14,5,4,3,16490,214
1,14,8,9,7,17047,200
0,43,4,6,4,14844,187
0,17,8,10,10,16382,206
1,24,7,4,11,18113,231
0,33,1,9,0,13933,194
0,19,8,8,9,16352,214
1,12,2,2,0,15098,239
0,35,5,4,4,16384,244
0,18,7,11,9,17132,198
0,19,5,3,6,16116,249
0,18,7,7,11,17201,230
1,18,3,6,4,15224,228
0,16,6,8,3,15334,203
1,18,12,3,17,21016,272
0,15,7,13,9,15812,186
1,19,5,5,10,15447,194
0,15,5,11,6,15812,209
0,17,1,5,1,14301,214
1,12,2,10,1,14749,204
1,39,7,6,6,17605,254
0,53,5,9,5,15535,207
1,46,11,1,13,18761,230
1,15,8,12,5,16855,216
1,11,18,10,15,21352,224
0,15,5,1,7,15990,221
1,12,5,4,3,15015,184
0,14,5,6,3,15432,223
0,13,4,3,4,15404,236
0,41,5,1,5,16224,233
0,12,10,7,15,17437,177
0,16,6,6,5,17783,236
1,15,8,8,5,17618,227
1,16,9,2,16,18984,254
1,11,11,10,8,18104,205
1,18,5,6,2,17250,251
0,15,5,4,7,16222,243
0,27,3,8,2,15179,238
0,14,3,13,2,13896,197
0,15,8,8,11,17911,218
1,14,11,5,10,18582,217
1,111,13,10,18,19099,207
1,41,6,9,8,15879,187
1,17,9,7,4,17354,239
0,25,6,8,9,16760,186
1,38,7,5,8,16839,209
0,11,6,5,6,16186,225
0,34,9,5,10,16915,198
0,20,9,11,7,17951,207
1,33,8,7,7,17722,224
1,19,9,1,9,18381,249
0,13,5,6,5,16084,219
0,19,2,6,0,15054,239
1,53,12,5,17,17838,194
0,16,8,7,8,17415,239
0,19,3,6,3,15025,234
0,18,4,7,4,15362,206
0,10,4,7,1,15038,230
1,14,8,4,11,17726,218
0,11,3,6,3,15685,232
1,13,6,4,7,17530,221
0,15,6,6,10,16260,205
0,17,5,10,5,15668,183
0,35,7,10,7,16511,209
1,16,8,11,13,16965,200
0,14,11,6,17,18212,201
0,58,4,7,2,15042,207
0,16,4,6,2,15661,235
1,16,10,3,11,17986,218
0,14,0,5,0,13776,218
0,17,7,8,6,15330,186
0,13,4,4,0,14727,197
1,14,7,4,8,17651,229
0,18,5,3,10,15496,184
1,42,9,6,10,18395,242
1,14,7,4,8,16866,220
0,13,7,7,12,16449,211
1,17,5,8,4,16142,218
0,15,4,7,2,15099,205
1,14,9,8,7,18044,207
1,15,5,5,6,16248,251
1,13,5,2,5,15182,205
0,42,6,6,5,15651,195
1,15,5,4,1,15917,211
0,38,2,5,2,13889,193
0,44,7,5,5,16858,241
1,14,9,8,17,18119,204
0,56,8,2,9,17352,207
0,13,11,9,15,17924,219
0,14,3,4,2,14490,226
0,14,6,8,10,16172,189
0,15,1,6,1,14555,239
0,15,6,5,6,15355,197
0,17,4,8,3,14395,175
0,14,6,6,7,16630,225
0,30,8,5,9,16984,225
0,13,7,9,9,16675,205
0,45,7,4,6,16258,207
0,14,3,7,3,15571,212
1,12,12,5,13,19740,228
1,17,1,7,0,13749,208
1,18,4,1,3,16231,271
1,11,6,7,5,15736,188
0,18,6,3,8,17099,222
1,15,8,2,10,17620,236
1,18,5,4,6,16250,231
0,14,8,10,11,17136,207
1,11,13,7,10,22228,234
1,15,9,6,15,18847,218
0,5,2,15,2,13462,130
0,15,7,4,7,16364,239
1,15,6,8,9,17279,233
1,13,1,2,1,14654,225
0,11,6,12,8,15211,187
1,17,5,6,11,17076,223
1,12,1,4,2,14536,214
0,14,7,9,7,17308,198
0,32,4,6,4,16203,205
1,20,6,5,4,16130,235
0,16,2,4,3,15739,223
0,13,9,11,13,17498,228
1,19,6,9,3,14947,165
0,17,3,11,3,14893,217
1,11,11,8,11,18817,192
1,16,9,6,10,17704,197
0,16,1,6,1,15717,241
1,26,10,6,9,17252,212
0,14,3,7,3,14794,185
0,13,3,4,5,14751,217
1,19,2,2,2,15430,246
0,17,1,7,0,14266,222
0,37,6,8,4,16168,204
1,102,6,7,3,17303,224
0,15,6,8,7,16111,204
1,16,8,6,10,18029,199
0,37,7,4,7,16695,222
1,16,8,2,7,17755,228
0,18,8,8,12,17388,214
1,16,6,0,7,16874,260
0,12,3,2,3,15591,239
1,20,8,3,12,17562,237
1,21,12,4,16,19628,229
0,16,5,12,5,15871,202
0,15,9,5,8,17792,222
0,128,7,8,8,16168,193
1,16,4,11,3,15786,217
1,21,8,8,6,17889,235
0,51,2,14,3,13612,181
0,21,5,7,4,16218,204
1,15,8,6,6,18188,252
0,14,5,8,5,15786,219
0,18,1,7,1,14419,235
0,12,7,11,10,16575,194
0,21,5,5,4,15068,203
1,15,10,1,9,19225,253
1,41,10,6,10,18688,218
1,15,10,5,10,18650,236
0,17,3,2,3,15207,234
1,16,11,5,8,17522,204
0,90,12,9,13,18131,193
1,74,10,7,9,18209,209
0,15,5,7,4,16162,230
1,16,7,10,4,16805,229
1,13,3,6,3,15742,220
1,31,11,9,8,18649,207
1,17,4,12,4,16643,202
1,14,5,9,6,16500,238
0,31,7,6,8,16972,221
0,38,3,11,5,14496,215
1,13,7,5,5,16790,241
1,17,3,3,5,15704,240
1,22,7,0,8,18285,259
0,19,3,11,4,14414,173
1,15,3,1,3,16981,269
1,13,10,6,12,18516,240
1,38,3,1,0,15594,241
1,12,8,9,5,17259,214
1,16,10,7,9,17741,208
1,16,8,7,6,17867,226
1,15,15,4,16,21462,208
1,14,4,4,3,15548,221
1,16,8,5,8,17405,229
1,15,9,5,12,17112,204
1,18,8,4,9,17917,239
0,18,5,13,8,15465,169
0,19,5,8,6,16020,240
1,14,8,2,9,16708,230
0,15,3,5,3,14384,206
0,14,11,14,10,18420,225
0,24,3,2,3,14804,223
1,18,6,5,3,16279,234
1,18,15,4,16,21711,247
0,15,8,6,8,17124,207
0,14,5,4,2,15895,229
0,16,6,3,5,15960,180
1,46,10,7,6,17678,189
1,28,12,7,15,18193,182
0,11,2,11,1,14643,230
