,blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
817,1,11,9,1,13,18297,251
818,1,21,15,16,10,19247,205
819,0,12,1,7,1,15414,236
820,1,21,10,7,15,19601,227
821,0,15,3,6,0,15189,225
822,0,15,5,9,3,16452,232
823,0,13,2,5,3,14899,238
824,1,14,9,1,9,18964,255
825,1,21,12,1,14,18923,236
826,0,18,7,8,8,17472,229
827,0,17,3,9,2,14665,188
828,1,16,5,3,4,16415,213
829,0,18,2,11,2,13960,191
830,0,15,2,11,3,14773,202
831,1,13,11,5,11,19181,247
832,0,13,5,8,1,14528,175
833,0,14,6,7,3,15827,218
834,0,18,6,4,4,16179,215
835,1,15,3,5,5,15049,247
836,0,15,3,8,2,15453,209
837,1,39,1,2,0,14645,256
838,0,14,6,7,10,15766,197
839,1,16,7,2,10,18890,227
840,0,18,6,7,7,16450,238
841,0,37,6,5,5,16490,225
842,1,16,10,4,13,17408,193
843,1,18,6,6,12,16951,229
844,1,14,9,5,11,17120,163
845,0,18,2,2,2,14310,207
846,0,18,2,4,2,14689,241
847,1,15,8,4,10,18341,217
848,0,14,6,3,10,17772,251
849,0,40,4,7,4,16262,224
850,1,27,5,3,7,16239,189
851,0,18,6,12,9,16944,193
852,1,14,6,4,12,16939,211
853,0,17,2,4,3,14615,221
854,1,39,8,8,11,17706,231
855,0,18,8,5,7,17727,217
856,0,16,0,8,0,12988,153
857,1,16,8,1,8,17613,234
858,1,14,11,5,12,18632,227
859,1,17,5,6,2,15476,233
860,0,16,4,5,5,15717,224
861,1,18,8,8,8,18253,240
862,0,48,3,5,2,14349,205
863,0,16,4,6,6,15407,232
864,0,26,4,5,4,15273,211
865,0,14,4,6,5,14868,182
866,1,19,4,4,4,14892,199
867,1,124,10,4,12,18509,223
868,1,17,6,4,9,17096,241
869,1,15,6,3,10,17377,247
870,0,17,7,7,5,16554,235
871,1,17,4,5,6,15256,210
872,1,16,9,1,7,17710,230
873,0,17,4,5,3,15041,214
874,1,13,9,3,9,19027,247
875,1,15,10,6,16,18718,214
876,0,15,7,5,10,16938,231
877,1,17,7,3,3,16772,255
878,1,15,6,13,9,16035,160
879,0,14,3,3,5,15518,234
880,0,59,7,7,12,17543,195
881,1,18,3,4,4,15829,242
882,1,12,5,8,6,17389,231
883,1,17,7,7,7,16683,231
884,0,10,6,8,8,16985,240
885,0,14,2,8,2,14904,222
886,0,17,8,5,12,17551,237
887,0,38,5,9,3,15278,186
888,0,26,6,6,5,15539,191
889,1,39,11,8,16,17860,172
890,1,16,3,5,2,15156,207
891,1,23,9,6,11,18152,223
892,1,17,5,4,9,16587,252
893,0,20,4,3,5,15562,235
894,1,27,4,6,4,14944,200
895,0,15,5,10,8,15269,194
896,0,149,7,9,7,17166,224
897,1,15,5,11,6,14813,182
898,0,19,6,10,7,15787,205
899,0,67,6,8,4,14795,172
900,1,54,15,2,15,19848,224
901,0,16,1,7,1,13886,222
902,1,17,6,10,4,16149,212
903,1,37,7,7,4,15312,174
904,1,42,7,2,10,17267,224
905,0,13,5,4,3,15961,224
906,1,15,9,7,12,17704,196
907,0,13,1,6,2,14808,240
908,0,16,5,4,3,16374,227
909,0,13,6,1,11,16933,242
910,1,14,11,8,12,18156,208
911,1,18,12,9,9,19397,232
912,0,19,7,9,10,17033,209
913,1,25,11,10,7,19061,236
914,1,21,7,6,3,16653,229
915,1,11,5,8,5,16781,237
916,0,30,5,6,5,15978,210
917,1,14,3,6,3,15859,241
918,1,15,6,14,6,16205,196
919,1,15,10,10,11,17528,197
920,1,53,8,6,9,17154,202
921,0,18,4,7,6,16112,247
922,0,16,5,3,7,16210,226
923,1,43,6,4,10,18369,276
924,1,16,5,7,4,16097,243
925,0,17,1,11,2,13196,194
926,0,15,5,4,8,15552,201
927,1,15,11,6,21,17597,190
928,0,13,5,15,6,15709,216
929,0,13,5,6,8,17035,230
930,1,19,3,3,2,15000,229
931,1,17,9,9,7,18426,240
932,1,16,8,4,7,17634,242
933,1,19,11,1,13,20251,263
934,0,16,7,7,13,16034,199
935,0,149,2,5,4,14147,226
936,0,20,9,8,11,18304,237
937,0,17,5,5,6,15104,186
938,0,14,10,10,17,18847,213
939,1,38,2,2,1,15782,253
940,1,27,6,5,6,16893,238
941,0,10,10,5,12,18545,200
942,0,20,6,8,5,16918,233
943,1,21,13,4,14,18722,187
944,1,15,6,3,8,18247,235
945,0,14,6,5,8,17471,217
946,1,16,7,6,4,17641,237
947,0,15,4,9,6,14605,181
948,1,14,6,3,4,16249,224
949,0,17,6,9,8,17157,226
950,1,14,4,5,5,15165,218
951,0,31,5,4,5,15427,215
952,1,15,10,5,10,17878,214
953,0,12,10,6,4,18000,236
954,1,18,5,7,9,15851,215
955,0,21,5,9,3,15832,229
956,0,13,10,10,14,18931,222
957,0,14,7,4,6,16157,201
958,1,19,11,6,12,18354,207
959,0,80,7,5,10,17274,246
960,0,16,4,11,5,15372,213
961,1,44,13,12,17,20175,215
962,0,19,5,3,5,15486,205
963,1,87,4,9,4,16074,237
964,1,17,7,3,7,16849,231
965,0,12,6,10,9,16291,188
966,0,20,5,8,4,16164,233
967,1,13,7,8,6,17002,221
968,0,19,5,9,4,15342,194
969,0,19,1,9,2,13119,199
970,1,14,8,7,7,17472,224
971,1,18,3,2,1,15681,231
972,1,14,8,6,7,18634,239
973,0,15,1,6,0,13881,209
974,0,12,10,16,10,18145,199
975,1,17,9,10,16,17308,203
976,0,13,2,13,0,13049,163
977,1,18,14,4,15,20075,220
978,0,15,3,11,2,14377,158
979,1,22,9,3,9,17270,213
980,1,18,12,5,6,18967,240
981,0,15,2,10,2,14044,191
982,0,23,4,6,5,16467,261
983,1,11,8,13,5,17846,198
984,1,14,12,6,17,19993,203
985,0,17,4,1,4,16223,232
986,0,27,2,8,3,14071,202
987,1,15,3,3,3,15284,245
988,0,46,4,0,3,16346,272
989,0,20,2,7,3,14358,225
990,1,14,7,2,7,17206,248
991,1,15,2,4,3,14767,236
992,1,14,12,7,13,18291,176
993,0,14,3,5,5,14979,203
994,1,20,7,9,6,17214,231
995,0,22,7,16,11,16461,177
996,1,22,3,5,2,14027,219
997,1,16,7,5,6,17432,224
998,1,16,6,8,5,15969,231
999,0,14,7,11,5,16308,195
1000,0,12,2,5,2,14119,216
1001,1,15,6,4,4,16044,214
1002,0,15,4,11,2,15011,183
1003,0,23,3,8,6,14517,169
1004,0,48,1,6,2,13653,220
1005,0,18,8,8,13,17833,191
1006,1,16,9,4,14,17759,228
1007,0,14,6,6,6,16158,240
1008,0,38,4,5,3,16147,222
1009,0,16,6,5,7,17065,220
1010,1,41,8,7,6,17287,215
1011,1,35,6,4,4,15997,195
1012,1,14,3,3,4,15387,215
1013,1,18,5,8,6,16313,211
1014,0,18,4,3,4,15987,252
1015,1,15,7,8,9,16304,169
1016,1,11,10,12,11,18177,203
1017,1,19,7,4,6,17493,240
1018,1,13,12,3,16,19443,254
1019,0,12,4,5,5,14920,186
1020,0,104,9,8,8,17511,216
1021,1,16,9,5,10,16819,197
1022,1,35,3,6,5,14703,198
1023,1,15,7,5,5,16801,203
1024,0,19,4,5,7,16254,248
1025,1,75,4,6,4,15478,204
1026,1,21,5,10,4,15363,206
1027,1,16,9,8,12,17121,212
1028,0,16,5,13,5,15069,172
1029,0,18,5,5,1,15891,179
1030,0,16,1,9,1,13316,188
1031,0,18,6,4,11,15956,215
1032,1,29,3,3,2,15661,225
1033,1,13,6,5,5,16789,198
1034,0,12,5,12,5,16347,212
1035,0,14,3,6,3,14901,201
1036,0,13,8,7,12,17018,190
1037,0,15,8,13,12,16342,165
1038,0,17,5,11,3,14801,209
1039,0,13,9,6,17,17333,209
1040,0,18,4,7,6,15052,194
1041,1,15,4,6,5,15585,227
1042,0,41,3,5,4,15273,214
1043,0,20,5,9,7,15666,188
1044,0,15,2,8,0,14591,219
1045,0,12,3,7,5,14690,191
1046,0,47,7,7,8,17151,193
1047,0,123,6,6,6,16378,211
1048,0,21,5,7,7,15661,208
1049,0,16,7,4,4,16589,231
1050,0,14,3,6,3,15900,234
1051,1,14,5,9,8,14927,196
1052,1,15,2,3,0,16875,247
1053,0,18,8,2,8,17847,207
1054,1,87,6,6,9,16369,201
1055,1,15,4,1,7,17320,264
1056,1,14,9,4,6,18532,231
1057,0,21,8,6,10,17136,202
1058,0,20,8,6,7,17137,192
1059,0,17,8,7,11,19114,245
1060,0,33,2,10,2,13555,150
1061,1,16,4,5,5,14707,213
1062,0,16,3,7,2,16025,214
1063,0,16,8,7,11,16776,196
1064,1,16,3,3,1,15379,232
1065,1,23,5,1,6,17196,239
1066,1,18,7,1,4,17200,234
1067,0,14,9,8,11,17472,180
1068,0,19,4,5,5,15435,231
1069,1,20,6,4,5,16588,229
1070,1,16,6,6,7,16784,228
1071,1,43,9,8,11,16982,191
1072,1,17,9,13,11,17635,175
1073,0,10,5,8,2,15913,225
1074,0,18,4,7,6,14487,170
1075,0,17,2,3,1,15643,233
1076,1,19,5,5,5,16853,233
1077,1,15,12,2,14,18242,195
1078,1,24,7,7,8,16866,194
1079,0,13,2,5,2,14673,232
1080,1,73,4,5,4,15463,215
1081,1,57,6,9,6,15824,210
1082,1,37,8,5,13,17129,227
1083,1,19,6,3,4,16335,236
1084,0,10,6,4,8,17099,208
1085,1,88,10,2,6,19077,234
1086,1,12,1,7,0,14983,271
1087,1,19,9,6,9,17368,219
1088,0,12,3,8,4,15286,225
1089,0,12,5,8,5,16317,209
1090,1,14,5,4,9,16364,245
1091,0,41,3,3,6,14623,173
1092,1,84,10,5,12,19938,222
1093,0,15,5,8,5,16221,216
1094,1,13,7,12,5,16544,194
1095,1,17,8,7,7,17908,229
1096,0,17,2,2,1,15831,271
1097,1,16,9,7,9,17668,230
1098,0,18,5,7,6,15470,217
1099,1,16,6,6,5,16448,207
1100,1,25,5,7,2,14877,205
1101,1,45,13,1,18,18917,226
1102,0,10,6,9,8,16356,202
1103,0,17,3,7,5,14676,170
1104,0,14,2,12,3,13126,175
1105,1,16,10,6,14,17769,207
1106,0,37,6,8,4,16051,199
1107,0,86,6,3,6,17395,252
1108,1,15,8,4,12,16819,199
1109,0,18,5,6,8,16315,236
1110,1,17,7,6,8,16846,246
1111,0,16,2,5,1,15951,236
1112,1,14,7,3,8,16858,228
1113,1,18,10,9,10,17335,176
1114,0,14,7,7,7,16781,194
1115,1,28,8,4,11,17225,222
1116,1,18,6,4,4,16948,252
1117,0,18,7,7,7,16056,188
1118,1,37,5,9,5,15440,180
1119,0,19,8,6,12,16058,178
1120,1,17,5,4,3,16315,256
1121,1,56,9,4,16,17326,188
1122,0,82,5,3,5,16851,225
1123,1,13,6,2,4,16853,234
1124,1,15,9,3,8,17556,211
1125,0,14,11,12,9,17840,175
1126,0,18,10,6,9,18725,243
1127,1,17,5,6,5,16781,222
1128,0,16,5,12,8,15376,206
1129,0,17,2,6,1,14193,218
1130,1,16,7,9,5,16862,206
1131,1,21,4,3,5,17003,239
1132,0,15,4,6,5,15506,231
1133,0,19,10,10,15,18724,221
1134,1,24,4,3,3,16422,242
1135,1,16,13,5,10,18337,194
1136,1,36,6,10,6,15385,210
1137,0,18,6,5,6,15566,211
1138,1,17,8,4,10,18326,239
1139,0,15,6,6,9,16299,226
1140,0,13,1,3,1,13991,221
1141,1,15,3,4,4,14205,203
1142,0,15,6,2,11,17955,270
1143,1,52,13,5,16,20862,232
1144,0,14,0,6,0,14197,255
1145,0,25,5,3,4,16788,264
1146,1,35,3,6,4,14798,179
1147,0,15,3,7,4,15598,220
1148,1,17,5,2,2,16655,238
1149,0,15,8,4,9,16804,206
1150,1,15,6,7,4,15977,198
1151,0,16,4,3,2,15654,233
1152,1,20,10,2,12,19035,239
1153,0,14,4,2,5,16247,226
1154,0,14,8,5,11,18074,235
1155,1,14,8,2,9,17274,233
1156,1,16,10,7,12,17839,201
1157,1,14,6,6,11,16700,218
1158,1,15,6,5,10,15852,192
1159,1,17,4,4,4,15296,221
1160,1,18,1,1,2,14426,219
1161,1,20,4,4,2,15856,248
1162,1,16,11,6,17,17895,191
1163,0,16,6,9,9,15728,208
1164,1,17,5,5,5,17333,232
1165,0,38,8,7,9,16404,197
1166,1,15,6,6,6,15738,206
1167,0,15,0,4,0,13580,207
1168,0,14,6,7,4,16773,237
1169,0,15,4,8,5,14993,215
1170,0,18,2,3,1,15219,241
1171,0,17,6,8,4,16046,203
1172,0,16,6,8,5,15683,186
1173,0,11,5,9,5,16408,199
1174,0,16,3,7,2,15104,228
1175,0,16,6,5,7,16113,180
1176,1,15,11,7,15,18894,219
1177,0,24,7,9,5,16652,212
1178,0,18,4,10,4,15409,218
1179,1,14,8,4,8,16733,193
1180,1,23,12,5,13,17307,189
1181,1,18,5,4,8,15283,223
1182,0,14,3,7,1,14428,215
1183,1,13,7,6,12,16679,193
1184,0,46,4,10,3,15400,188
1185,0,17,7,7,6,16230,216
1186,0,15,4,7,3,16028,249
1187,1,13,4,4,2,15731,250
1188,0,12,4,10,1,14816,218
1189,1,36,4,6,2,15862,229
1190,1,15,1,4,1,14140,241
1191,1,83,6,4,7,16699,242
1192,0,17,2,9,1,13405,182
1193,1,24,8,10,5,17538,224
1194,0,14,15,3,5,19038,261
1195,0,33,9,12,10,18082,209
1196,0,17,1,5,0,14004,217
1197,1,35,4,4,5,16349,253
1198,0,14,2,7,1,15373,252
1199,1,16,7,7,7,16559,235
1200,1,15,5,2,6,16513,203
1201,1,36,10,3,10,19886,240
1202,1,16,6,2,4,17167,247
1203,1,52,5,1,9,16809,241
1204,0,16,10,13,12,18178,200
1205,0,14,3,10,4,14742,215
1206,1,13,4,5,4,15126,207
1207,0,13,5,9,7,15449,195
1208,0,18,4,12,7,15233,208
1209,0,15,2,6,3,14602,208
1210,1,23,3,4,5,15390,245
1211,1,21,5,5,9,16766,231
1212,1,19,6,10,6,16093,181
1213,1,18,3,4,3,15575,220
1214,1,15,7,5,12,16953,199
1215,0,19,6,5,7,15529,204
1216,1,21,6,2,7,16836,242
1217,0,17,3,9,2,13820,158
1218,1,16,12,6,25,19321,226
1219,0,19,3,5,6,15834,228
1220,1,18,7,7,10,16585,191
1221,0,15,5,8,6,15483,174
1222,1,17,6,2,5,17834,276
1223,1,18,5,2,7,16858,251
1224,1,17,17,9,19,20619,205
1225,1,19,9,5,9,18449,257
1226,1,20,7,3,9,17354,224
1227,0,13,7,6,8,16097,214
1228,1,16,6,6,7,16138,211
1229,1,11,8,2,11,17794,220
1230,1,38,11,6,15,19218,197
1231,1,52,10,4,15,18501,230
1232,0,12,4,6,0,15922,248
1233,1,12,6,7,7,16119,203
1234,0,17,3,11,4,14625,200
1235,0,20,7,8,6,16685,193
1236,0,14,2,8,1,13895,210
1237,1,28,14,6,22,19890,174
1238,0,15,6,10,5,15164,190
1239,0,13,10,4,7,17498,224
1240,1,35,13,5,16,19452,212
1241,0,13,9,5,7,17322,255
1242,1,18,8,3,6,17243,231
1243,0,17,8,10,8,18020,214
1244,0,55,6,7,8,16289,208
1245,1,34,9,4,10,18303,263
1246,0,15,4,10,6,15728,212
1247,1,13,6,3,5,16097,226
1248,0,18,2,5,4,14414,215
1249,1,14,9,8,5,15852,194
1250,1,17,4,3,4,15202,215
1251,1,16,2,3,1,15572,242
1252,0,11,8,8,6,16488,208
1253,0,13,5,12,11,14353,168
1254,1,13,13,3,11,19133,223
1255,0,42,3,5,4,15314,233
1256,0,37,10,6,18,17690,192
1257,1,156,10,6,15,20183,216
1258,1,18,9,5,9,18408,225
1259,0,12,6,12,6,15595,159
1260,1,15,8,9,9,17119,209
1261,0,30,9,9,9,17658,214
1262,1,15,14,4,14,19600,218
1263,0,14,7,14,8,16336,190
1264,1,18,7,2,5,16860,226
1265,1,16,3,4,2,14501,201
1266,0,13,7,7,8,17148,226
1267,1,17,10,6,10,18559,223
1268,0,14,3,5,4,16250,215
1269,1,16,4,3,3,15791,224
1270,0,14,5,12,5,15634,222
1271,1,14,3,2,3,15148,215
1272,1,13,10,8,14,17893,206
1273,1,13,7,8,12,16200,202
1274,0,11,2,7,0,13371,224
1275,0,14,6,7,5,15903,205
1276,1,81,5,6,6,15719,202
1277,0,13,2,9,2,13267,185
1278,1,15,4,1,4,16305,253
1279,1,12,8,2,8,18269,258
1280,0,15,4,11,3,14956,216
1281,1,13,3,7,3,16180,229
1282,0,16,8,6,12,16808,200
1283,0,21,10,5,7,17971,231
1284,1,15,6,2,6,16998,236
1285,0,14,5,14,6,15015,167
1286,1,15,4,4,1,14881,209
1287,1,17,4,3,10,15730,241
1288,1,15,16,5,14,19098,203
1289,1,16,5,3,6,16169,235
1290,0,17,9,10,6,16954,197
1291,0,18,5,4,5,15984,203
1292,1,52,8,7,8,18078,261
1293,1,13,9,5,9,16329,206
1294,0,17,9,10,5,17193,224
1295,1,20,11,6,13,18401,201
1296,0,17,2,10,0,14704,227
1297,0,14,5,8,3,16367,254
1298,0,10,0,5,0,12905,195
1299,0,37,3,7,0,13967,197
1300,0,15,8,6,9,16511,199
1301,0,15,8,7,8,17496,232
1302,1,23,7,6,6,17743,255
1303,1,13,8,6,8,16888,202
1304,0,16,2,2,0,13742,208
1305,0,15,9,15,10,17793,187
1306,0,42,5,8,6,16178,221
1307,1,15,8,8,8,17706,217
1308,1,17,6,9,5,16149,199
1309,0,13,3,8,2,14760,183
1310,0,15,3,5,3,15820,220
1311,0,12,5,9,3,15173,183
1312,0,18,4,3,5,14769,215
1313,0,17,4,3,6,14353,178
1314,1,12,8,4,11,16763,216
1315,1,16,5,2,5,16747,250
1316,0,16,8,5,7,17044,217
1317,0,14,6,7,8,15532,190
1318,0,15,7,12,6,17347,222
1319,1,17,9,6,8,18758,228
1320,1,15,13,8,13,20711,220
1321,1,22,8,4,9,16539,205
1322,1,20,11,9,13,19096,206
1323,1,24,11,4,14,17938,199
1324,1,39,8,11,8,17072,180
1325,1,17,12,4,18,19640,216
1326,1,15,7,5,6,16891,214
1327,1,16,9,3,6,17485,234
1328,0,22,7,2,5,16696,225
1329,1,11,8,3,4,17499,231
1330,1,15,10,6,9,18288,245
1331,0,15,5,6,7,15684,170
1332,0,13,1,1,0,14737,229
1333,0,18,11,9,13,18715,223
1334,1,15,7,6,9,18551,225
1335,1,18,12,4,16,19351,220
1336,0,18,8,8,12,17318,175
1337,1,14,10,4,11,18969,205
1338,1,13,8,1,14,17113,203
1339,0,15,8,12,11,17201,207
1340,1,17,8,5,4,16749,217
1341,1,21,4,2,4,16523,222
1342,0,17,11,2,9,18285,221
1343,1,16,10,9,7,17346,214
1344,0,14,7,3,11,17443,238
1345,1,12,7,4,12,16526,211
1346,1,17,7,8,8,17363,188
1347,1,14,10,4,9,18779,252
1348,0,12,13,6,14,20317,199
1349,1,18,2,1,2,15649,269
1350,0,31,5,5,6,16256,217
1351,1,12,5,6,7,16688,247
1352,0,41,10,4,8,17724,210
1353,0,17,3,15,2,15320,176
1354,1,12,6,7,8,15900,203
1355,1,17,12,4,19,18377,193
1356,0,18,4,6,5,15785,210
1357,0,14,10,7,13,17625,205
1358,0,18,15,6,15,19931,213
1359,0,15,14,4,15,19331,213
1360,1,17,6,9,4,17048,201
1361,0,28,9,10,10,17910,207
1362,1,14,7,1,4,16614,221
1363,0,19,5,5,6,15943,229
1364,1,14,4,7,1,14924,207
1365,1,14,5,8,3,15069,198
1366,1,16,8,7,13,16366,196
1367,0,14,2,12,2,14158,194
1368,0,86,2,4,1,14291,207
1369,0,14,5,6,7,15078,202
1370,1,18,9,4,13,17234,195
1371,1,30,9,5,8,17826,220
1372,0,18,10,11,9,18445,199
1373,0,14,6,6,7,15814,205
1374,0,18,8,13,4,16735,202
1375,0,11,8,13,8,15818,172
1376,0,17,6,5,6,16999,232
1377,0,16,5,10,5,15867,227
1378,1,13,11,10,11,18042,221
1379,1,17,8,4,9,18293,228
1380,1,13,5,4,6,15895,239
1381,0,17,1,4,1,14305,251
1382,1,20,8,2,16,18186,232
1383,0,44,6,8,7,16295,222
1384,1,22,17,1,23,20151,226
1385,0,37,3,9,5,14735,219
1386,0,16,1,16,1,12798,179
1387,1,16,4,6,6,16452,234
1388,0,12,6,7,6,16120,215
1389,1,15,9,6,9,18287,226
1390,0,35,4,7,6,15902,241
1391,1,13,8,5,8,16982,218
1392,0,13,7,7,6,17064,236
1393,0,16,5,11,6,15424,208
1394,1,19,9,4,13,18369,210
1395,1,16,7,6,7,17568,236
1396,1,23,9,10,7,18090,229
1397,0,14,4,5,7,15786,207
1398,0,48,4,3,6,16596,252
1399,0,14,8,12,5,16093,154
1400,1,17,7,4,8,18858,237
1401,0,17,5,7,9,15288,206
1402,1,16,7,5,7,16346,227
1403,0,14,1,11,0,13447,201
1404,0,18,8,8,8,16453,206
1405,1,12,12,6,16,18669,213
1406,1,36,5,5,8,16192,209
1407,0,14,2,7,1,13701,183
1408,0,17,6,5,7,16762,242
1409,0,15,8,8,5,16795,235
1410,0,11,4,12,1,14464,164
1411,0,13,5,10,5,16925,233
1412,0,16,3,9,1,14302,211
1413,0,16,2,8,2,14786,233
1414,0,28,3,3,2,15134,214
1415,1,13,8,13,8,18954,228
1416,0,14,6,12,7,16043,220
1417,1,14,5,6,4,15195,196
1418,1,17,9,7,10,17205,218
1419,0,21,5,4,5,16022,219
1420,1,17,6,7,6,15615,201
1421,0,15,2,8,3,14433,202
1422,1,18,13,3,13,19807,220
1423,1,18,4,2,5,15704,236
1424,1,16,4,4,5,17073,221
1425,1,15,9,3,11,18584,203
1426,0,19,7,11,11,16187,216
1427,0,22,9,10,14,16749,166
1428,0,10,6,6,5,16490,214
1429,1,22,6,4,5,16697,236
1430,1,48,10,4,10,17973,196
1431,1,20,5,2,6,16029,234
1432,1,17,4,2,4,15752,231
1433,1,14,5,3,3,15930,234
1434,0,12,6,6,10,15241,190
1435,1,17,8,4,7,17127,201
1436,0,15,1,7,2,13519,188
1437,1,18,11,6,13,18748,243
1438,1,13,4,7,3,16055,227
1439,1,18,7,5,5,16496,202
1440,1,17,6,9,10,17217,222
1441,0,14,4,5,4,15482,237
1442,0,14,3,3,1,14486,200
1443,0,50,6,12,4,15809,198
1444,1,165,11,8,8,19556,229
1445,1,11,9,4,11,17003,188
1446,0,19,5,10,2,16451,220
1447,1,19,6,3,5,17837,238
1448,1,14,11,6,14,18056,195
1449,0,19,8,8,2,16249,189
1450,1,15,7,7,9,16946,212
1451,0,23,4,2,5,15707,243
1452,0,13,7,6,7,16443,193
1453,1,11,8,5,10,17823,215
1454,1,15,2,6,2,16241,236
1455,1,13,7,8,6,16464,209
1456,0,11,6,8,7,16924,233
1457,1,19,10,8,10,17251,217
1458,0,38,6,8,8,16917,212
1459,1,10,7,7,6,19453,239
1460,0,17,5,4,4,16891,207
1461,1,16,7,4,4,17107,218
1462,1,15,4,2,3,15444,236
1463,1,17,9,5,10,18283,226
1464,1,17,4,2,3,16267,246
1465,1,60,6,7,7,17247,233
1466,0,54,11,6,22,18640,226
1467,1,14,9,0,8,17086,221
1468,0,24,6,4,8,16505,205
1469,1,15,12,10,20,17961,172
1470,1,44,14,12,14,19418,204
1471,1,18,4,5,3,15846,214
1472,1,22,6,5,7,16937,221
1473,0,17,1,4,1,14064,220
1474,0,13,1,2,1,15094,246
1475,0,69,5,11,5,15633,193
1476,1,18,6,2,6,16868,245
1477,1,15,10,7,8,19289,240
1478,1,14,3,3,4,15138,194
1479,1,16,1,5,1,14942,210
1480,0,16,6,6,7,15703,191
1481,1,18,5,3,7,15427,217
1482,1,108,6,5,8,16620,238
1483,1,19,6,5,5,15926,209
1484,0,15,9,6,5,16852,210
1485,0,14,6,8,6,16936,219
1486,1,15,10,4,13,17917,212
1487,0,16,7,8,11,17558,241
1488,0,12,3,8,3,15149,205
1489,0,15,5,7,8,16112,215
1490,0,39,7,4,6,15885,207
1491,1,22,4,7,4,17104,224
1492,1,51,10,5,16,17535,173
1493,0,23,8,10,8,17321,205
1494,1,9,6,7,6,16317,204
1495,0,19,4,7,2,15649,234
1496,1,15,9,3,11,17592,220
1497,1,47,2,1,3,15420,230
1498,0,14,3,4,6,15929,226
1499,0,49,4,4,4,15046,178
1500,1,20,6,3,5,16737,243
1501,0,41,6,7,8,15756,204
1502,1,59,3,6,6,15442,238
1503,0,16,9,8,12,16649,166
1504,0,27,6,10,4,16171,202
1505,1,15,9,4,12,17190,210
1506,0,91,7,6,12,17222,227
1507,1,16,6,9,3,15704,199
1508,0,16,9,18,9,16331,162
1509,0,33,10,7,11,19186,183
1510,1,16,7,3,10,17546,228
1511,0,18,4,7,5,15198,219
1512,0,42,8,7,13,17909,165
1513,0,18,4,7,2,15046,208
1514,1,19,6,6,9,16740,238
1515,1,14,13,1,10,20295,258
1516,1,13,4,5,7,15921,217
1517,0,15,10,9,13,17145,192
1518,1,15,5,4,7,15936,205
1519,1,17,7,2,5,16649,226
1520,1,40,10,2,14,17618,203
1521,1,24,6,5,6,15871,195
1522,0,15,8,8,7,17676,206
1523,1,16,7,2,6,17423,248
1524,0,12,1,10,0,13410,210
1525,1,19,7,8,8,16992,219
1526,1,16,8,4,10,18678,231
1527,0,22,5,12,12,16220,222
1528,0,31,5,12,2,14930,169
1529,0,12,7,8,7,16304,201
1530,1,51,7,5,14,17075,230
1531,0,16,5,3,5,15499,225
1532,1,14,6,4,9,16972,218
1533,0,14,6,10,5,15256,189
1534,1,15,6,3,9,16568,197
1535,1,14,7,3,10,17326,224
1536,1,16,6,4,7,16619,226
1537,0,14,4,5,4,16295,261
1538,1,12,7,4,7,15680,186
1539,0,15,7,7,8,16432,191
1540,1,15,10,6,9,19197,219
1541,1,15,10,7,8,18468,221
1542,1,21,9,5,10,18280,229
1543,1,17,5,9,7,16103,193
1544,1,16,6,4,8,16832,221
1545,0,36,3,8,5,15028,232
1546,1,13,9,5,6,17076,194
1547,1,20,7,4,6,16745,210
1548,1,15,4,8,4,15658,222
1549,1,8,6,5,6,15760,167
1550,0,13,2,7,3,14624,210
1551,1,10,2,3,1,15568,245
1552,0,17,6,7,4,16331,231
1553,1,32,7,5,7,17204,240
1554,0,16,3,6,3,14910,195
1555,1,37,12,5,15,19141,192
1556,0,19,2,8,1,14208,194
1557,1,21,9,4,7,17951,234
1558,1,15,7,8,8,16142,197
1559,1,15,4,4,5,16333,237
1560,0,19,8,2,11,17526,222
1561,1,14,7,7,7,17381,221
1562,0,35,5,3,5,17854,230
1563,0,15,6,5,4,15698,206
1564,1,19,6,7,4,16039,195
1565,0,16,3,8,4,14506,206
1566,1,141,6,6,6,16830,226
1567,1,19,2,1,3,14909,245
1568,1,14,0,5,0,12939,201
1569,0,15,8,6,3,16678,216
1570,0,11,5,14,3,15322,210
1571,0,38,5,7,4,16562,210
1572,1,14,6,8,5,16353,214
1573,0,8,7,11,6,16998,207
1574,0,19,5,5,7,15051,188
1575,0,48,3,6,6,14986,208
1576,0,40,7,5,9,17003,214
1577,0,16,4,12,5,15380,226
1578,1,16,9,3,8,18599,216
1579,1,14,6,7,6,15936,192
1580,1,15,3,2,2,15265,224
1581,1,16,10,3,12,18177,219
1582,0,15,7,5,12,16605,220
1583,0,17,4,3,3,14742,203
1584,0,13,3,8,1,14440,194
1585,0,13,2,13,3,12798,187
1586,0,14,5,6,6,15698,201
1587,1,80,7,2,7,17324,216
1588,0,11,2,4,5,14613,233
1589,0,12,4,5,4,14705,196
1590,1,16,8,5,10,17536,247
1591,0,13,5,5,3,15226,213
1592,0,13,6,5,5,16051,197
1593,1,17,3,4,4,15158,236
1594,0,17,8,8,13,16934,193
1595,0,20,4,8,7,15228,198
1596,1,15,10,4,7,17710,205
1597,0,17,2,3,2,14971,228
1598,0,22,10,5,10,17835,205
1599,1,16,7,3,4,17071,234
1600,0,42,6,11,10,16245,208
